Class,Mortality Rate,Cases per M,Deaths per M,Recovered per M,Active per M,Critical per M,Tests per M
0,0.02406736394718587,1495.2948051103251,33.44738390474228,1050.9908462802493,410.85657492533306,4.185205076782442,61838.31112105865
1,0.11875374388149657,5438.444572679529,491.3117029730153,3507.7743633309465,1376.5880995690063,3.517286909287725,83004.07631450557
2,0.01855352800293755,14957.227161485842,212.88001587750222,11447.56666402594,3296.7804815823984,48.39892371116181,99538.69085245131
